task,model_id,gpu_model,num_gpus,max_num_seqs,tensor_parallel,expert_parallel,data_parallel,seed,num_request_repeats,is_stable_diagnostic,results_path,benchmark_commit,dataset_revision,request_list_sha256,prompt_template_sha256,tokenizer_revision,tokenizer_revision_requested,tokenization_status,missing_reason,prompt_length_semantics,max_output_tokens,planned_base_request_count,planned_request_count,planned_unique_prompt_count,planned_total_input_tokens,planned_input_tokens_mean,planned_input_tokens_p50,planned_input_tokens_p90,planned_input_tokens_p95,planned_input_tokens_max,planned_input_tokens_min,planned_input_tokens_std,planned_sum_input_tokens_squared,planned_output_token_upper_bound,base_input_lengths_sha256
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,4,8,1,4,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+4+max_num_seqs+8+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,4,16,1,4,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+4+max_num_seqs+16+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,4,32,1,4,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+4+max_num_seqs+32+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,4,64,1,4,1,48105,1,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+4+max_num_seqs+64+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,8,8,1,8,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+8+max_num_seqs+8+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,8,16,1,8,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+8+max_num_seqs+16+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,8,32,1,8,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+8+max_num_seqs+32+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,8,64,1,8,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+8+max_num_seqs+64+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,8,96,1,8,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+8+max_num_seqs+96+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,8,128,1,8,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+8+max_num_seqs+128+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,8,192,1,8,1,48105,2,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+8+max_num_seqs+192+num_request_repeats+2+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,396,,,,,,,,,,,12976128,
gpqa,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,H100,8,256,1,8,1,48105,2,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8/H100/num_gpus+8+max_num_seqs+256+num_request_repeats+2+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,f07f63f2bbd7540917118ebdf3812696ef303b03,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,396,,,,,,,,,,,12976128,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,B200,1,8,1,1,1,48105,1,True,llm/b200/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/B200/num_gpus+1+max_num_seqs+8+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,B200,1,16,1,1,1,48105,1,True,llm/b200/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/B200/num_gpus+1+max_num_seqs+16+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,B200,1,32,1,1,1,48105,1,True,llm/b200/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/B200/num_gpus+1+max_num_seqs+32+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,B200,1,64,1,1,1,48105,1,True,llm/b200/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/B200/num_gpus+1+max_num_seqs+64+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,B200,1,128,1,1,1,48105,1,True,llm/b200/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/B200/num_gpus+1+max_num_seqs+128+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,B200,1,256,1,1,1,48105,2,True,llm/b200/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/B200/num_gpus+1+max_num_seqs+256+num_request_repeats+2+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,396,,,,,,,,,,,12976128,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,B200,1,512,1,1,1,48105,3,True,llm/b200/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/B200/num_gpus+1+max_num_seqs+512+num_request_repeats+3+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,594,,,,,,,,,,,19464192,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,B200,1,1024,1,1,1,48105,6,False,llm/b200/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/B200/num_gpus+1+max_num_seqs+1024+num_request_repeats+6+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,1188,,,,,,,,,,,38928384,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,8,1,1,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+8+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,16,1,1,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+16+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,32,1,1,1,48105,1,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+32+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,64,1,1,1,48105,1,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+64+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,96,1,1,1,48105,1,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+96+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,128,1,1,1,48105,1,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+128+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,192,1,1,1,48105,2,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+192+num_request_repeats+2+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,396,,,,,,,,,,,12976128,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,256,1,1,1,48105,2,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+256+num_request_repeats+2+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,396,,,,,,,,,,,12976128,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,384,1,1,1,48105,3,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+384+num_request_repeats+3+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,594,,,,,,,,,,,19464192,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,1,512,1,1,1,48105,3,False,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+1+max_num_seqs+512+num_request_repeats+3+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,594,,,,,,,,,,,19464192,
gpqa,Qwen/Qwen3-30B-A3B-Thinking-2507,H100,2,8,1,2,1,48105,1,True,llm/h100/current/run/llm/gpqa/results/Qwen/Qwen3-30B-A3B-Thinking-2507/H100/num_gpus+2+max_num_seqs+8+num_request_repeats+1+dataset_subset+gpqa_diamond+dataset_split+train+num_requests+198+seed+48105/results.json,c1d6557fbf7c7c495749b0fcf649f71774eabde9,633f5ee89ab8ad4522a9f850766b73f62147ffdd,,830d6dab08a0a1a18918779e5e92e6ceae39378a65c6b03d24a21976320042cb,,144afc2f379b542fdd4e85a1fcd5e1f79112d95d,missing,request_list_unavailable: DatasetNotFoundError: Dataset 'Idavidrein/gpqa' is a gated dataset on the Hub. Visit the dataset page at https://huggingface.co/datasets/Idavidrein/gpqa to ask for access.,official benchmark SampleRequest.prompt_len before server chat-template application,32768,198,198,,,,,,,,,,,6488064,
