run_key,task,model_id,physics_status,physics_missing_reason,prefill_projection_flop_proxy,prefill_attention_flop_proxy,prefill_mlp_flop_proxy,prefill_total_flop_proxy,decode_output_cap_tokens_per_request,decode_upper_bound_flop_proxy,kv_cache_prefill_sum_bytes,kv_cache_prefill_max_request_bytes,kv_cache_output_cap_sum_bytes,weight_bytes_total,prefill_total_flop_proxy_per_gpu_ideal,decode_upper_bound_flop_proxy_per_gpu_ideal,kv_cache_prefill_sum_bytes_per_gpu_ideal,weight_bytes_per_gpu_ideal,model_parallel_gpus_per_replica,kv_bytes_per_element,shared_expert_term_included
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":1024,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":6}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":2048,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":12}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":3072,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":18}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":4096,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":24}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":1024,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":7}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":128,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":16,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":2048,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":12}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":256,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":3072,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":18}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":32,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":4096,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":24}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":512,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":64,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":8,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":1024,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":6}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":128,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,missing,effective_workload_unresolved: unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,,,
