run_key,task,model_id,effective_status,effective_missing_reason,chat_content_format,chat_template_sha256,system_prompt_sha256,chat_template_kwargs_json,base_effective_lengths_sha256,effective_request_count,effective_total_input_tokens,effective_input_tokens_mean,effective_input_tokens_p50,effective_input_tokens_p90,effective_input_tokens_p95,effective_input_tokens_min,effective_input_tokens_max,effective_input_tokens_std,effective_sum_input_tokens_squared
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":1024,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":7}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":128,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":16,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":2048,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":12}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":256,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":3072,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":18}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":32,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":4096,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":24}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":512,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":64,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""B200"",""num_gpus"":2,""max_num_seqs"":8,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":1024,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":6}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":128,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":1536,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":9}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":16,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":192,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":2048,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":12}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":256,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":32,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":384,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":512,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":64,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":768,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":5}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":8,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-120b"",""gpu_model"":""H100"",""num_gpus"":2,""max_num_seqs"":96,""tensor_parallel"":2,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-120b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":1024,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":6}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":2048,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":11}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":4096,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":21}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":4}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":1024,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":6}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":1536,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":9}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":2048,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":12}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":768,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":5}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""gpqa"",""model_id"":""openai/gpt-oss-20b"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",gpqa,openai/gpt-oss-20b,unresolved,unresolved_vllm_harmony_path: v0.11.1 bypasses the Hugging Face chat template and the container-resolved openai-harmony version is not recorded,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""Qwen/Qwen3-14B"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":1024,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,Qwen/Qwen3-14B,available,,string,a55ee1b1660128b7098723e0abcd92caa0788061051c62d51cbe87d9cf1974d8,,"{""enable_thinking"": false}",b34057d59c280781edb19eb4f7e6b6adef60d526dcb77f0147a7ff433c8ce729,2048.0,1381178.0,674.4033203125,108.0,2303.400000000001,3246.0999999999995,13.0,9752.0,1166.5869273279266,3718645550.0
